Rank;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
345;PS2;2002;Action;Sony Computer Entertainment;1.23;1.77;0.05;0.49;3.54
346;PS;1999;Platform;Sony Computer Entertainment;2.14;1.21;0.01;0.17;3.52
347;N64;1999;Simulation;Nintendo;2.23;0.68;0.66;0.06;3.63
348;PS3;2009;Sports;Electronic Arts;0.6;2.46;0.05;0.52;3.63
349;PS2;2007;Sports;Konami Digital Entertainment;0.05;0;0.64;2.93;3.63
350;PS4;2013;Shooter;Activision;1.78;1.42;0.05;0.38;3.63
351;PS2;2005;Action;Capcom;2.08;0.83;0.46;0.25;3.62
352;XOne;2014;Action;Ubisoft;2.26;0.89;0;0.3;3.46
353;PS2;2004;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61
354;PS2;2001;Action;Virgin Interactive;0.99;0.48;1.09;0.14;2.7
355;PS2;2001;Racing;Electronic Arts;2.02;1.17;0;0.42;3.61
356;DS;2007;Simulation;505 Games;1.61;1.5;0.1;0.39;3.61
357;GC;2001;Action;Nintendo;2.38;0.67;0.46;0.1;3.6
358;PS2;2005;Shooter;LucasArts;2.18;1.02;0.03;0.37;3.59
359;PS;1998;Adventure;THQ;1.63;1.53;0;0.18;3.34
360;PS;1997;Platform;Fox Interactive;1.57;1.79;0;0.2;3.56
361;PS;1998;Action;Take-Two Interactive;1.13;2.07;0;0.22;3.42
362;PS3;2011;Platform;Sony Computer Entertainment;1.82;1.07;0.06;0.47;3.42
363;PS;1997;Action;Eidos Interactive;1.66;1.58;0.12;0.18;3.54
364;PS2;2001;Shooter;Electronic Arts;1.9;1.13;0.1;0.41;3.53
365;PS2;2005;Action;Eidos Interactive;1.98;1.14;0.01;0.41;3.53
366;X360;2013;Shooter;Electronic Arts;2.14;1.08;0.02;0.29;3.53
367;X360;2010;Sports;Electronic Arts;0.71;2.4;0.02;0.4;3.53
368;PS;2000;Fighting;THQ;1.76;1.21;0.07;0.16;3.2
369;PS;2000;Misc;Sony Computer Entertainment;1.56;1.47;0.19;0.17;3.39
370;X360;2008;Shooter;Electronic Arts;2.66;0.5;0.05;0.3;3.52
371;PS2;2003;Platform;Sega;1.04;1.37;0.06;0.49;2.96
372;X360;2009;Action;Capcom;2.11;0.94;0.12;0.34;3.51
373;SNES;1996;Platform;Nintendo;1.17;0.5;1.75;0.08;3.51
374;PS3;2012;Shooter;Ubisoft;0.88;1.75;0.1;0.72;3.45
375;NES;1985;Action;Nintendo;1.64;0.38;1.42;0.06;3.5
376;X360;2009;Action;Eidos Interactive;2.2;0.97;0.02;0.31;3.5
377;DS;2006;Misc;Nintendo;0.59;1.83;0.73;0.35;3.5
378;PS2;N/A;Sports;Electronic Arts;0.59;2.36;0.04;0.51;3.49
379;XOne;2015;Shooter;Electronic Arts;1.94;1.22;0.02;0.31;3.49
380;X360;2010;Shooter;Electronic Arts;2.09;1.02;0.04;0.32;3.48
381;DS;2008;Misc;Activision;2.11;1.01;0.01;0.35;3.48
382;X360;2013;Action;Ubisoft;1.9;1.14;0.01;0.29;3.34
383;PS4;2015;Action;Ubisoft;0.8;1.92;0.06;0.5;3.28
384;3DS;2013;Role-Playing;Capcom;0;0;3.44;0.05;3.44
385;PS2;2001;Shooter;Take-Two Interactive;1.99;1.05;0.05;0.22;3.31
386;PS2;2002;Fighting;Namco Bandai Games;1.55;1.27;0.33;0.29;3.44
387;PS4;2013;Shooter;Electronic Arts;1.34;1.54;0.17;0.38;3.43
388;PS2;2002;Platform;Sony Computer Entertainment;1.44;1.01;0.57;0.3;3.33
389;PS3;2011;Adventure;Take-Two Interactive;1.27;1.33;0.12;0.51;3.23
390;PS;1997;Role-Playing;Square Enix;0.93;0.12;1.34;0.06;2.45
391;PS2;2004;Action;Activision;1.75;1.2;0.02;0.43;3.41
392;GB;1990;Racing;Nintendo;1.73;0.69;0.59;0.4;3.41
393;PS2;2002;Sports;Electronic Arts;0.46;2.28;0.05;0.61;3.4
394;PSP;2009;Racing;Sony Computer Entertainment;0.5;1.59;0.31;0.87;3.27
395;DS;2008;Action;Warner Bros. Interactive Entertainment;1.79;1.06;0;0.29;3.15
396;PS4;2015;Action;Konami Digital Entertainment;1.08;1.35;0.48;0.47;3.38
397;DS;2009;Action;Nintendo;1.43;0.94;0.74;0.27;3.38
398;PS;1998;Fighting;Acclaim Entertainment;2.47;0.76;0;0.13;3.36
399;N64;2000;Action;Nintendo;1.9;0.67;0.73;0.06;3.36
400;DS;2008;Puzzle;Nintendo;0.65;1.61;0.82;0.28;3.36
401;X360;2008;Action;THQ;1.94;0.8;0.02;0.27;3.03
402;PS3;2007;Role-Playing;Ubisoft;1.69;0.87;0.14;0.42;3.12
403;DS;2006;Misc;Nintendo;0;0.99;2.32;0.02;3.33
404;PS2;2002;Shooter;Electronic Arts;1.45;1.29;0.12;0.46;3.33
405;PS;1995;Fighting;Sony Computer Entertainment;0.95;1.3;0.77;0.22;3.24
406;Wii;2012;Misc;Nintendo;1.15;1.17;0.76;0.24;3.32
407;PS2;2005;Action;LucasArts;1.47;1.39;0.03;0.43;3.32
408;X360;2012;Shooter;Take-Two Interactive;1.89;0.91;0.04;0.24;3.07
409;PS2;2003;Action;Electronic Arts;1.5;1.28;0.05;0.46;3.28
410;X360;2012;Shooter;Ubisoft;1.38;1.35;0.02;0.28;3.04
411;XOne;2014;Shooter;Activision;2.13;0.92;0;0.23;3.28
412;PS2;2003;Action;Activision;1.89;1.05;0.02;0.31;3.27
413;Wii;2008;Misc;Nintendo;1.36;1.13;0.46;0.32;3.27
414;PSP;2008;Action;Sony Computer Entertainment;1.48;1.01;0.04;0.66;3.19
415;3DS;2015;Action;Capcom;0.25;0.19;2.78;0.04;3.26
416;PS3;2010;Adventure;Sony Computer Entertainment;1.29;1.27;0.06;0.5;3.12
417;XOne;2015;Sports;Electronic Arts;0.88;2.11;0;0.23;3.23
418;X360;2012;Sports;Take-Two Interactive;2.6;0.21;0.01;0.19;3
419;PS4;2015;Sports;Electronic Arts;2.33;0.3;0;0.59;3.22
420;3DS;2014;Role-Playing;Nintendo;0.03;0;3.18;0.05;3.22
421;PS;1999;Shooter;Electronic Arts;1.72;1.33;0;0.16;3.21
422;NES;1983;Sports;Nintendo;0.73;0.1;2.35;0.02;3.2
423;SNES;1995;Fighting;Nintendo;2.26;0.72;0.12;0.1;3.2
424;PS2;2002;Sports;THQ;1.45;1.13;0.07;0.38;3.02
425;PS3;2013;Action;Square Enix;0.6;1.31;0.08;0.52;2.51
426;PS3;2009;Shooter;Sony Computer Entertainment;1.4;1.07;0.08;0.47;3.02
427;SNES;1995;Role-Playing;Enix Corporation;0;0;3.19;0;3.19
428;X360;2010;Misc;MTV Games;2.15;0.77;0.01;0.26;3.19
429;PS2;2003;Action;Atari;1.78;1.12;0.09;0.19;3.18
430;WiiU;2015;Platform;Nintendo;1.18;0.87;0.93;0.2;3.18
431;PS3;2010;Role-Playing;Bethesda Softworks;1.52;1.08;0.1;0.47;3.17
432;PS4;2014;Action;Warner Bros. Interactive Entertainment;1.01;1.41;0.05;0.53;2.99
433;DS;2008;Misc;Nintendo;0.58;0.51;1.93;0.14;3.17
434;PS2;2004;Simulation;Sony Computer Entertainment;0.88;0.34;0.32;0.18;1.71
435;DS;2008;Adventure;Disney Interactive Studios;1.88;0.98;0;0.3;3.16
436;GC;2001;Simulation;Nintendo;1.92;0.16;0.99;0.09;3.15
437;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.55;0;0.32;2.85
438;PS2;2004;Misc;Sega;1.54;1.14;0;0.22;2.9
439;PS3;2012;Shooter;Capcom;0.88;0.97;0.88;0.42;3.15
440;XOne;2014;Shooter;Microsoft Game Studios;1.89;0.99;0.03;0.24;3.15
441;PS2;2007;Sports;Electronic Arts;0.68;0;0;2.46;3.14
442;PS;2000;Action;Activision;1.7;1.25;0.02;0.16;3.13
443;PS;1998;Racing;Electronic Arts;2.14;0.86;0;0.13;3.12
444;N64;1999;Racing;Nintendo;2.31;0.62;0.14;0.04;3.12
445;DS;2006;Misc;Nintendo;0.91;1;1.03;0.17;3.12
446;PS;1995;Platform;Ubisoft;1.54;1.33;0;0.16;3.03
447;NES;1990;Role-Playing;Enix Corporation;0.08;0;3.03;0.01;3.12
448;PS2;2003;Shooter;Sony Computer Entertainment;2.22;0.51;0.06;0.15;2.94
449;X360;2010;Role-Playing;Electronic Arts;1.99;0.82;0.03;0.27;3.11
450;X360;2014;Sports;Electronic Arts;0.78;2.02;0;0.3;3.11
451;PS2;2002;Fighting;Atari;2.17;0.28;0.55;0.08;3.09
452;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08
453;NES;1986;Sports;Namco Bandai Games;1.92;0.45;0.64;0.07;3.08
454;X360;2007;Shooter;Take-Two Interactive;1.65;0.86;0.05;0.28;2.83
455;3DS;2013;Action;Nintendo;1.4;0.99;0.46;0.22;3.07
456;GB;1994;Platform;Nintendo;1.57;0.62;0.55;0.34;3.07
457;PC;2002;Simulation;Electronic Arts;1.72;1.21;0;0.14;3.07
458;X360;2012;Role-Playing;Electronic Arts;1.94;0.86;0.03;0.24;3.07
459;X360;2008;Action;Activision;1.91;0.84;0;0.29;3.05
460;XB;2002;Action;Ubisoft;1.85;1.04;0;0.13;3.02
461;Wii;2010;Platform;Disney Interactive Studios;2.06;0.64;0.12;0.22;3.04
462;PS2;2005;Fighting;THQ;1.45;1.11;0.04;0.33;2.94
463;DS;2007;Simulation;Ubisoft;1.3;1.27;0;0.31;2.88
464;PS3;2009;Action;Sony Computer Entertainment;1.76;0.69;0.12;0.37;2.94
465;XB;2002;Role-Playing;Ubisoft;2.09;0.63;0.03;0.11;2.86
466;NES;1987;Fighting;Nintendo;2.03;0.47;0.45;0.07;3.02
467;PS2;2002;Fighting;THQ;1.32;1.08;0.04;0.39;2.83
468;XOne;2015;Shooter;Microsoft Game Studios;2.38;0.32;0;0.31;3
469;X360;2011;Adventure;Take-Two Interactive;1.52;0.94;0.02;0.24;2.72
470;PS2;2007;Fighting;Atari;1.15;0;0.76;1.09;3
471;PS2;N/A;Fighting;N/A;1.57;1.02;0;0.41;3
472;PS4;2015;Fighting;Warner Bros. Interactive Entertainment;1.47;0.76;0;0.47;2.7
473;SNES;1993;Shooter;Nintendo;1.61;0.51;0.8;0.07;2.99
474;PC;2000;Misc;Electronic Arts;1.67;1.18;0;0.13;2.99
475;PS2;2002;Sports;Konami Digital Entertainment;0.12;1.26;1.16;0.45;2.99
476;PS2;2001;Action;Capcom;1.36;0.86;0.64;0.13;2.99
477;3DS;2015;Simulation;Nintendo;0.47;1;1.39;0.12;2.98
478;PS3;2010;Shooter;Electronic Arts;1.33;1.12;0.08;0.45;2.97
479;PC;2014;Simulation;Electronic Arts;0.96;1.72;0;0.29;2.97
480;PC;2011;Role-Playing;Electronic Arts;1.58;1.01;0;0.38;2.97
481;X360;2008;Sports;Sega;1.75;0.86;0;0.28;2.9
482;DS;2008;Platform;Nintendo;1.57;0.04;1.19;0.15;2.96
483;PS2;2002;Action;Eidos Interactive;1.36;1.15;0.04;0.41;2.96
484;X360;2009;Fighting;Capcom;1.82;0.71;0.15;0.26;2.95
485;N64;1996;Racing;Nintendo;1.98;0.58;0.34;0.04;2.94
486;PS2;2001;Sports;Sony Computer Entertainment;0.99;0.32;1.38;0.2;2.89
487;GBA;2003;Action;THQ;1.59;1.05;0.04;0.14;2.82
488;PS;1999;Shooter;Sony Computer Entertainment;2.03;0.72;0.02;0.11;2.88
489;GBA;2001;Puzzle;Atari;2.07;0.77;0.05;0.05;2.94
490;X360;2007;Role-Playing;Microsoft Game Studios;1.83;0.8;0.03;0.27;2.93
491;Wii;2006;Puzzle;Nintendo;0.87;1.06;0.73;0.26;2.92
492;Wii;2007;Simulation;505 Games;1.43;1.13;0.05;0.3;2.91
493;GBA;2002;Platform;Nintendo;1.75;0.45;0.62;0.09;2.91
494;PS4;2013;Sports;Electronic Arts;0.61;1.85;0.11;0.33;2.9
495;XOne;2014;Shooter;Electronic Arts;1.84;0.8;0.04;0.22;2.9
496;Wii;2007;Platform;Sega;1.24;1.2;0.04;0.3;2.77
497;PS2;2004;Sports;Sega;2.15;0.12;0;0.36;2.62
498;PS2;2003;Sports;Konami Digital Entertainment;0.08;1.24;1.13;0.45;2.9
499;PS3;2012;Racing;Electronic Arts;0.71;1.51;0.06;0.61;2.89
500;PS;1997;Sports;Sony Computer Entertainment;0.29;0.2;2.13;0.18;2.79
501;PS2;2004;Shooter;Activision;1.51;1.12;0.01;0.24;2.89
502;Wii;2011;Sports;Majesco Entertainment;1.54;1.07;0;0.28;2.88
503;PS3;2011;Shooter;Sony Computer Entertainment;1.45;0.88;0.09;0.38;2.79
504;PS3;2010;Action;Ubisoft;1.87;0.57;0.11;0.3;2.84
505;PS;1998;Racing;Codemasters;0.09;2.43;0.12;0.22;2.87
506;XOne;2013;Shooter;Activision;1.87;0.77;0;0.22;2.86
507;X360;2012;Sports;Electronic Arts;2.53;0.16;0;0.17;2.86
508;DS;2007;Simulation;Ubisoft;1.32;1.19;0;0.3;2.81
509;Wii;2010;Action;Warner Bros. Interactive Entertainment;1.29;0.97;0;0.23;2.49
510;SNES;1990;Racing;Nintendo;1.37;0.51;0.89;0.07;2.85
511;N64;1997;Platform;Nintendo;1.29;0.53;0.98;0.05;2.85
512;SNES;1994;Platform;Virgin Interactive;1.26;0.39;0.08;0.06;1.79
513;Wii;2011;Action;Activision;1.4;1.14;0;0.31;2.85
514;PS3;2015;Sports;Electronic Arts;0.4;1.98;0.05;0.42;2.85
515;PS4;2013;Action;Ubisoft;1.07;1.31;0.06;0.31;2.74
516;PS2;2000;Racing;Take-Two Interactive;2;0.47;0.02;0.14;2.63
517;X360;2009;Sports;Electronic Arts;2.52;0.09;0;0.22;2.83
518;PS3;2010;Shooter;Electronic Arts;1.28;1.05;0.07;0.43;2.83
519;PS2;2003;Fighting;THQ;1.32;1.06;0.04;0.38;2.8
520;GC;2002;Shooter;Nintendo;1.96;0.67;0.1;0.09;2.82
521;PS2;2001;Fighting;THQ;1.19;1.15;0.04;0.41;2.79
522;PS;1999;Shooter;Red Storm Entertainment;0.93;0.63;0;0.08;1.64
523;PS3;2010;Racing;Electronic Arts;1.05;1.25;0.03;0.48;2.81
524;PS2;2003;Action;Ubisoft;1.15;1.11;0;0.4;2.65
525;X360;2011;Action;THQ;1.25;1.15;0.07;0.3;2.77
526;X360;2008;Action;LucasArts;1.74;0.8;0;0.26;2.8
527;DS;2006;Platform;Nintendo;1.47;0.07;1.1;0.15;2.8
528;PS;1998;Platform;Sony Computer Entertainment;1.96;0.72;0;0.11;2.79
529;PS2;2003;Platform;Sony Computer Entertainment;1.68;0.74;0;0.36;2.78
530;PS4;2014;Action;Sony Computer Entertainment;1.27;0.97;0.07;0.47;2.78
531;PS2;2006;Fighting;THQ;1.4;0.88;0.03;0.26;2.58
532;SNES;1992;Role-Playing;Enix Corporation;0;0;2.78;0.01;2.79
533;PS;1996;Fighting;GT Interactive;1.98;0.7;0;0.11;2.79
534;PC;2011;Shooter;Electronic Arts;0.89;1.43;0;0.48;2.79
535;PS2;2001;Sports;Electronic Arts;2.19;0.22;0;0.38;2.79
536;DS;2009;Puzzle;Nintendo;0.3;1.47;0.68;0.34;2.79
537;3DS;2011;Role-Playing;Nintendo;0.46;0.29;1.96;0.07;2.79
538;PS2;2003;Platform;Sony Computer Entertainment;1.44;0.83;0.26;0.25;2.78
539;PSP;2006;Fighting;Sony Computer Entertainment;0.76;1.1;0.12;0.65;2.63
540;PS3;2009;Action;Sony Computer Entertainment;1.7;0.46;0.06;0.41;2.63
541;PS3;2009;Fighting;Namco Bandai Games;1.2;0.98;0.17;0.43;2.78
542;PS2;2003;Simulation;Electronic Arts;1.41;1.12;0;0.24;2.77
543;GEN;1990;Action;Sega;1.86;0.55;0.11;0.08;2.6
544;PS3;2011;Action;THQ;0.86;1.06;0.18;0.39;2.49
545;2600;1980;Shooter;Atari;2.56;0.17;0;0.03;2.76
546;SNES;1992;Misc;Nintendo;1.43;0.54;0.71;0.07;2.75
547;X360;2008;Shooter;Ubisoft;1.56;0.61;0.02;0.23;2.42
548;N64;2000;Strategy;Nintendo;1.02;0.36;1.13;0.23;2.73
549;NES;1986;Action;Nintendo;1.33;0.31;1.04;0.05;2.73
550;X360;2011;Sports;Take-Two Interactive;2.31;0.14;0.01;0.16;2.62
551;X360;2006;Shooter;Activision;1.49;0.93;0.02;0.27;2.71
552;GBA;2002;Action;Nintendo;1.75;0.52;0.33;0.1;2.7
553;GEN;1994;Platform;Virgin Interactive;0.97;0.37;0.03;0.05;1.41
554;PS3;2013;Action;Warner Bros. Interactive Entertainment;1.07;0.87;0.04;0.4;2.39
555;N64;1998;Misc;Nintendo;1.25;0.53;0.87;0.05;2.7
556;X360;2011;Sports;Electronic Arts;2.42;0.11;0;0.16;2.69
557;PS2;2006;Action;LucasArts;1.85;0.64;0.01;0.19;2.69
558;X360;2010;Sports;Electronic Arts;2.38;0.12;0;0.18;2.69
559;DS;2010;Puzzle;Nintendo;1.63;0.52;0.35;0.18;2.69
560;X360;2010;Sports;Electronic Arts;1.46;0.98;0;0.24;2.68
561;PS2;2004;Racing;Electronic Arts;1.23;1.11;0;0.34;2.68
562;3DS;2014;Role-Playing;Level 5;0;0;2.68;0.05;2.68
563;PS3;2009;Racing;Electronic Arts;0.69;1.41;0.04;0.53;2.68
564;PSP;2008;Fighting;Square Enix;0.51;0.51;0.91;0.32;2.25
565;GEN;1992;Fighting;Arena Entertainment;1.95;0.63;0;0.09;2.67
566;PS2;2005;Shooter;Activision;1.48;0.92;0.01;0.26;2.67
567;X360;2008;Misc;Activision;1.78;0.64;0;0.25;2.67
568;PS;1998;Shooter;Electronic Arts;1.44;1.09;0;0.14;2.67
569;XB;2004;Role-Playing;Microsoft Game Studios;1.99;0.58;0;0.09;2.66
570;DS;2006;Action;Disney Interactive Studios;1.59;0.8;0;0.26;2.65
571;Wii;2008;Sports;Ubisoft;1.2;0.9;0;0.24;2.34
572;Wii;2012;Action;Activision;1.56;0.88;0;0.22;2.65
573;PSP;2006;Shooter;Electronic Arts;0.86;1.11;0.01;0.66;2.65
574;NES;1986;Platform;Nintendo;0;0;2.65;0;2.65
575;N64;1996;Action;Nintendo;2;0.5;0.12;0.03;2.65
576;X360;2007;Action;LucasArts;1.53;0.87;0;0.24;2.64
577;X360;2009;Action;Take-Two Interactive;1.04;1.24;0.03;0.27;2.58
578;PS3;2007;Platform;Sony Computer Entertainment;0.93;1.12;0.08;0.45;2.59
579;X360;2009;Strategy;Microsoft Game Studios;1.53;0.82;0.04;0.24;2.63
580;PSP;2009;Platform;Sony Computer Entertainment;0.64;1.24;0.01;0.69;2.58
581;GC;2001;Platform;Sega;1.7;0.59;0.21;0.07;2.56
582;Wii;2007;Sports;Nintendo;1.07;1.06;0.24;0.25;2.62
583;X360;2010;Shooter;Electronic Arts;1.55;0.81;0.04;0.21;2.62
584;X360;2009;Sports;Electronic Arts;0.59;1.79;0.01;0.23;2.62
585;XB;2003;Action;Take-Two Interactive;1.84;0.56;0;0.09;2.49
586;DS;2008;Simulation;Nintendo;0.63;0.84;0.96;0.19;2.61
587;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61
588;Wii;2010;Platform;Nintendo;1.02;0.52;0.92;0.14;2.6
589;DC;1998;Platform;Sega;1.26;0.61;0.46;0.08;2.42
590;PS3;2008;Sports;Electronic Arts;0.48;1.63;0.04;0.43;2.59
591;PS4;2013;Shooter;Sony Computer Entertainment;0.89;1.33;0.07;0.28;2.58
592;PS2;2004;Sports;Electronic Arts;2.03;0.21;0;0.35;2.59
593;PS2;2004;Platform;Sony Computer Entertainment;1.31;0.74;0.31;0.22;2.57
594;PS3;2008;Shooter;Sony Computer Entertainment;1.15;0.85;0.1;0.39;2.48
595;PS3;2012;Sports;Take-Two Interactive;1.72;0.44;0.05;0.27;2.48
596;PSP;2007;Role-Playing;Capcom;0.37;0.27;1.75;0.18;2.58
597;Wii;2010;Misc;THQ;1.67;0.58;0;0.2;2.46
598;PS;1996;Racing;Sony Computer Entertainment;2.12;0.25;0;0.07;2.44
599;DS;2010;Misc;Nintendo;0.28;1.68;0.33;0.28;2.57
600;X360;2009;Role-Playing;Electronic Arts;1.76;0.56;0.03;0.22;2.57
601;PS2;2007;Sports;Electronic Arts;2.14;0.08;0;0.35;2.57
602;PS3;2009;Misc;Sega;1.34;0.62;0;0.31;2.27
603;NES;1987;Role-Playing;Enix Corporation;0.15;0;2.41;0;2.56
604;PS3;2012;Sports;Electronic Arts;2.11;0.23;0;0.22;2.56
605;GC;2003;Role-Playing;Nintendo;1.21;0.57;0.7;0.07;2.54
606;Wii;2008;Sports;Konami Digital Entertainment;1.13;0.87;0.29;0.25;2.54
607;X360;2008;Sports;Electronic Arts;2.21;0.12;0;0.2;2.54
608;2600;N/A;Shooter;Atari;2.36;0.14;0;0.03;2.53
609;PS2;2001;Racing;Acclaim Entertainment;1.13;1.12;0.06;0.22;2.52
610;N64;2000;Action;Nintendo;1.55;0.75;0.16;0.06;2.52
611;Wii;2007;Misc;Midway Games;1.5;0.78;0;0.24;2.52
612;NES;1986;Role-Playing;Capcom;0.49;0;0.52;1.51;2.52
613;PS3;2012;Action;Square Enix;0.59;1.07;0.07;0.45;2.19
614;X360;2006;Role-Playing;Activision;2.29;0.02;0;0.19;2.5
615;PS2;2008;Sports;Konami Digital Entertainment;0.13;0.07;0.26;2.05;2.5
616;N64;1999;Misc;Nintendo;1.28;0.14;1.08;0.01;2.5
617;N64;1998;Fighting;THQ;1.94;0.39;0.03;0.02;2.38
618;X360;2013;Sports;Take-Two Interactive;2.1;0.2;0;0.17;2.47
619;DS;2010;Action;Warner Bros. Interactive Entertainment;1.07;1.05;0;0.23;2.35
620;PS2;2002;Fighting;Midway Games;1.81;0.52;0;0.15;2.49
621;PS2;2001;Racing;Sony Computer Entertainment;2.07;0.26;0;0.08;2.41
622;X360;2008;Racing;Disney Interactive Studios;1.38;0.85;0;0.25;2.48
623;PS;1998;Action;Eidos Interactive;1.15;1.14;0.06;0.13;2.48
624;PS3;2008;Racing;Take-Two Interactive;1.55;0.54;0.05;0.31;2.45
625;X360;N/A;Misc;Electronic Arts;1.93;0.34;0;0.21;2.48
626;PS4;2014;Sports;Take-Two Interactive;1.46;0.54;0.01;0.37;2.38
627;GC;2002;Misc;Nintendo;1.13;0.36;0.92;0.07;2.47
628;PS2;2004;Action;THQ;0.96;1.08;0.04;0.3;2.37
629;X360;2008;Racing;Take-Two Interactive;1.68;0.46;0.01;0.2;2.35
630;SNES;1995;Role-Playing;Square Enix;0.28;0;2.02;0.01;2.31
631;GBA;2003;Role-Playing;Square Enix;0.82;0.37;0.89;0.05;2.13
632;PS4;2015;Action;Sony Computer Entertainment;1;0.76;0.26;0.36;2.38
633;X360;2011;Shooter;Microsoft Game Studios;1.44;0.73;0.04;0.22;2.44
634;PSP;2006;Racing;Electronic Arts;0.87;0.98;0;0.59;2.44
635;PS2;2003;Simulation;Electronic Arts;1.07;1.19;0;0.18;2.43
636;N64;1999;Shooter;Red Storm Entertainment;0.48;0.15;0;0.01;0.64
637;Wii;2010;Misc;Ubisoft;1.57;0.56;0;0.19;2.32
638;Wii;2006;Misc;Sega;1.07;0.92;0.04;0.24;2.27
639;NES;1988;Sports;Nintendo;1.27;0.32;0.78;0.05;2.42
640;PS3;2010;Sports;Konami Digital Entertainment;0.29;1.18;0.54;0.41;2.42
641;PS2;2003;Fighting;Atari;1.63;0.22;0.51;0.06;2.41
642;PS3;2013;Action;Sony Computer Entertainment;1.23;0.68;0.04;0.34;2.29
643;PS;1998;Action;Capcom;0.81;0.76;0.7;0.14;2.41
644;XOne;2014;Misc;Microsoft Game Studios;1.43;0.76;0;0.22;2.41
645;PS2;2007;Racing;Electronic Arts;0.69;0;0.04;1.68;2.41
646;XOne;2015;Sports;Electronic Arts;2.07;0.08;0;0.26;2.4
647;PS;1996;Puzzle;JVC;2.1;0.24;0;0.07;2.4
648;NES;1987;Fighting;Nintendo;0.77;0.18;1.42;0.03;2.4
649;PC;1997;Strategy;Electronic Arts;2.3;0.1;0;0;2.4
650;GBA;N/A;Adventure;Konami Digital Entertainment;2.15;0.18;0;0.07;2.39
651;PS4;2015;Racing;Electronic Arts;0.49;1.49;0.05;0.36;2.39
652;X360;2010;Sports;505 Games;1.74;0.48;0;0.18;2.39
653;Wii;N/A;Action;LucasArts;1.54;0.63;0;0.22;2.39
655;PC;1994;Misc;Hasbro Interactive;1.49;0.81;0;0.1;2.39
656;X360;2013;Action;Warner Bros. Interactive Entertainment;1.24;0.85;0;0.21;2.3
657;X360;2011;Action;Deep Silver;1.48;0.71;0;0.2;2.39
658;PS2;2005;Misc;RedOctane;0.04;0.03;0;0.01;0.07
659;PS3;2007;Action;LucasArts;1.02;0.97;0;0.39;2.38
660;X360;2011;Misc;Microsoft Game Studios;1.73;0.46;0.02;0.18;2.38
661;PS2;2007;Fighting;THQ;0.92;0;0.01;1.41;2.34
662;PS;2000;Shooter;Sony Computer Entertainment;1.5;0.55;0.02;0.08;2.15
663;XOne;2015;Sports;Take-Two Interactive;1.93;0.14;0;0.24;2.32
664;PS3;2010;Sports;Electronic Arts;2.04;0.15;0;0.19;2.38
665;PS2;2001;Misc;Konami Digital Entertainment;1.16;0.91;0;0.3;2.38
666;X360;2007;Sports;Electronic Arts;2.18;0.01;0;0.18;2.37
667;PS2;2003;Racing;Vivendi Games;0.74;1.01;0;0.2;1.95
668;X360;2006;Action;THQ;1.17;0.78;0.02;0.22;2.19
669;PS2;2004;Sports;Activision;1.25;0.86;0.01;0.26;2.37
670;PS3;2009;Sports;Electronic Arts;2.03;0.13;0;0.21;2.37
671;X360;2011;Sports;Microsoft Game Studios;1.38;0.74;0.02;0.22;2.36
672;GB;1995;Platform;Nintendo;0.69;0.14;1.48;0.05;2.36
673;DS;2009;Puzzle;Warner Bros. Interactive Entertainment;1.71;0.32;0.02;0.18;2.22
674;GB;1996;Platform;Nintendo;1.39;0.48;0.4;0.08;2.35
675;GB;1998;Role-Playing;Eidos Interactive;0;0;2.34;0.01;2.35
676;PS;1997;Action;Take-Two Interactive;0.79;1.35;0.04;0.14;2.32
677;Wii;2013;Platform;Activision;1.32;0.83;0;0.2;2.34
678;PS2;2002;Racing;THQ;1.92;0.2;0;0.06;2.18
679;Wii;2014;Misc;Ubisoft;1.11;0.98;0;0.2;2.28
680;PS2;2001;Action;Capcom;1.08;0.7;0.34;0.21;2.34
681;X360;2010;Simulation;Electronic Arts;1.27;0.86;0;0.2;2.33
682;3DS;2015;Action;Nintendo;1.14;0.54;0.47;0.17;2.32
683;PS3;2012;Shooter;Take-Two Interactive;1.05;0.77;0.1;0.36;2.28
684;PS2;2003;Action;Ubisoft;0.88;1.03;0;0.31;2.22
685;N64;2000;Sports;Nintendo;0.78;0.4;1.06;0.07;2.32
686;X360;2010;Shooter;Take-Two Interactive;1.45;0.55;0.02;0.19;2.21
687;PS2;2004;Shooter;Electronic Arts;0.85;1.06;0.09;0.32;2.31
688;DS;2004;Puzzle;Nintendo;0.52;0.45;1.21;0.13;2.31
689;PS;1999;Racing;Electronic Arts;1.58;0.64;0;0.09;2.31
690;PS;1998;Role-Playing;Square Enix;0.94;0.07;1.05;0.04;2.1
691;PS;1998;Sports;989 Studios;1.65;0.46;0.1;0.1;2.31
692;X360;2011;Fighting;Warner Bros. Interactive Entertainment;1.63;0.33;0;0.15;2.11
693;PC;2012;Action;NCSoft;0.95;1.06;0;0.29;2.3
694;DS;2008;Role-Playing;Nintendo;0.95;0.54;0.62;0.18;2.3
